4194304,2878656,4194304,1315648,2878656
4194304,2838640,4194304,1355664,2838640
4194304,2798624,4194304,1395680,2798624
4194304,2758608,4194304,1435696,2758608
4194304,2718592,4194304,1475712,2718592
4194304,2678576,4194304,1515728,2678576
4194304,2638560,4194304,1555744,2638560
4194304,2598544,4194304,1595760,2598544
4194304,2558528,4194304,1635776,2558528
4194304,2497544,4194304,1696760,2497544
4194304,2457528,4194304,1736776,2457528
4194304,2417512,4194304,1776792,2417512
4194304,2377496,4194304,1816808,2377496
4194304,2337480,4194304,1856824,2337480
4194304,2297464,4194304,1896840,2297464
4194304,2257448,4194304,1936856,2257448
4194304,2217432,4194304,1976872,2217432
4194304,2177416,4194304,2016888,2177416
4194304,2137400,4194304,2056904,2137400
4194304,2175216,4194304,2019088,2175216
4194304,2115216,4194304,2079088,2115216
4194304,2075200,4194304,2119104,2075200
4194304,2035184,4194304,2159120,2035184
4194304,1995168,4194304,2199136,1995168
4194304,1955152,4194304,2239152,1955152
4194304,1915136,4194304,2279168,1915136
4194304,1875120,4194304,2319184,1875120
4194304,1835104,4194304,2359200,1835104
4194304,1795088,4194304,2399216,1795088
4194304,1755072,4194304,2439232,1755072
4194304,1715056,4194304,2479248,1715056
4194304,1675040,4194304,2519264,1675040
4194304,1635024,4194304,2559280,1635024
4194304,1595008,4194304,2599296,1595008
4194304,1554992,4194304,2639312,1554992
4194304,1514976,4194304,2679328,1514976
4194304,1474960,4194304,2719344,1474960
4194304,1434944,4194304,2759360,1434944
4194304,1394928,4194304,2799376,1394928
4194304,1354912,4194304,2839392,1354912
4194304,1314896,4194304,2879408,1314896
4194304,1274880,4194304,2919424,1274880
4194304,1234864,4194304,2959440,1234864
4194304,1194848,4194304,2999456,1194848
